State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E139T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E140T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E141T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E142T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E143T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E144T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,CUSTOMERSERVICE@ARTSTONECOSTUMES.COM
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E145T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,CUSTOMERSERVICE@ARTSTONECOSTUMES.COM
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E146T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E147T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E148T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E149T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E150T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E152T Modification 0 (Base Record),GRC - Glenn Research Center,"Greenbelt, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E153T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E155T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC05E156T Modification 0 (Base Record),GRC - Glenn Research Center,"Greenbelt, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E157T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E158T Modification 0 (Base Record),GRC - Glenn Research Center,"Greenbelt, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E159T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E160T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E161T Modification 0 (Base Record),GRC - Glenn Research Center,"Greenbelt, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E162T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E163T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E164T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E165T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E166T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E167T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E168T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E169T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E170T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E171T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E173T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E174T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E175T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E176T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E177T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E178T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E179T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E180T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E181T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E182T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  Q PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-05,A S R C AEROSPACE CORPORATION,NNC06E183T Modification 0 (Base Record),GRC - Glenn Research Center,"GREENBELT, MD (District 05)",07/25/2006,08/31/2011,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Business,Small Disadvantaged Business,, Cost Plus Award Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$1,$1,541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES-2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
MD,MD-03,M AND D MACHINE INCORPORATED,NNG04CS56D Modification 608,GSFC - Goddard Space Flight Center,"LINTHICUM HEIGHTS, MD (District 03)",07/25/2006,01/14/2009,"Small Business,, BPA Call",Small Business ONLY - ,"$1,184","$1,184",332999,N/A,N/A,FABRICATION BPA CALL
MD,MD-07,SECURITYHUNTER INCORPORATED,NNK06OR58P Modification 0 (Base Record),KSC - Kennedy Space Flight Center,"Windsor Mill, MD (District 07)",07/25/2006,08/28/2006,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$5,750","$5,750",334515,N/A,N/A,SECURITY CAMERAS
MD,MD-05,HEWLETT PACKARD COMPANY (3067),NNJ06JH53D Modification 0 (Base Record),JSC - Johnson Space Flight Center,"Greenbelt, MD (District 05)",07/25/2006,07/25/2010,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$6,672","$6,672",541519,N/A,N/A, HP SERVER SEWP III 
MD,MD-05,BRANCH GROUP INCORPORATED,NNG06AN15D Modification 3,GSFC - Goddard Space Flight Center,"Upper Marlboro, MD (District 05)",07/25/2006,12/31/2010,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$10,000","$-54,900",238210,N/A,N/A,"for material, parts, tools and supplies used by the Construction, Operations ad Maintenance Branch to maintain facility operations. (Prior BPA P.O. Number was NNG04AD05Z)"
MD,MD-05,SGT INCORPORATED,NNC05JE60D Modification 10,GRC - Glenn Research Center,"Greenbelt, MD (District 05)",07/25/2006,04/30/2008,"Black American Owned Business,Minority Owned,SBA Certified 8A Program Participant,Veteran Owned,, Cost Plus Award Fee","Veteran Owned Small Business,Small Disadvantaged Business,Small Business - ","$16,939","$16,939",561210,N/A,N/A,LOGISTICS
MD,MD-05,SGT INCORPORATED,NNC05JE14D Modification 10,GRC - Glenn Research Center,"Greenbelt, MD (District 05)",07/25/2006,04/30/2008,"Black American Owned Business,Minority Owned,SBA Certified 8A Program Participant,Veteran Owned,, Cost Plus Award Fee","Veteran Owned Small Business,Small Disadvantaged Business,Small Business - ","$17,075","$17,075",561210,N/A,N/A,LOGISTICS
MD,MD-04,BAY STATE COMPUTERS INC,NNJ04JE32D Modification 2,JSC - Johnson Space Flight Center,"LANHAM, MD (District 04)",07/25/2006,10/31/2007,"SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Women Owned,, Firm Fixed Price","Small Disadvantaged Business,Woman Owned Small Business,Small Business - ","$17,768","$17,768",443120,N/A,N/A,DOORS MULTIPLATFORM & DOORSNET EDIT SERVER
MD,MD-07,TOPER MANUFACTURING COMPANY INCORPORATED,NNG04CS87D Modification 48,GSFC - Goddard Space Flight Center,"Baltimore, MD (District 07)",07/25/2006,01/15/2009,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$20,925","$20,925",332999,N/A,N/A,BPA FOR FABRICATION SERVICES
MD,MD-05,TRAX INTERNATIONAL CORPORATION,GSFC0200104DNAS501091 Modification 244,GSFC - Goddard Space Flight Center,"Greenbelt, MD (District 05)",07/25/2006,01/31/2008,"[No Vendor Indicators Found], Cost Plus Incentive Fee",Other Than Small Business - ,"$31,153",$0,541614,N/A,N/A,GODDARD LOGISTICS SERVICES CONTRACT
